accounting_rpt_month,TRANSACTION_TYPE,Product,ProductSub,Segment,Channel,County,Region,Subs_Count,Total_S15_Revenue,PREV_Total_S15_Revenue,ARPU,PREV_ARPU,Inbundle_S15_Revenue,PREV_Inbundle_S15_Revenue,Outbundle_S15_Revenue,PREV_Outbundle_S15_Revenue
2024-01-01,OUTFLOW,M2M,M2M,MLE,DIRECT SALES,Brasov,Vest,24,0.0,50.0,0.0,2.0833333333333335,0.0,50.0,0.0,0.0
2024-01-01,BASE,M2M,M2M,MLE,INDIRECT SALES,Brasov,Vest,411,1932.0,1932.0,4.7007299270072993,4.7007299270072993,1769.0,1769.0,163.0,163.0
2024-01-01,BASE,M2M,M2M,MLE,OTHER,County_Craiova,Vest,1014,1007.0,1000.0,0.99309664694280075,0.98619329388560162,935.0,928.0,72.0,72.0
2024-01-01,OUTFLOW,M2M,M2M,MLE,INDIRECT SALES,Dolj,Vest,241,0.0,4.0,0.0,0.016597510373443983,0.0,0.0,0.0,4.0
2024-01-01,OUTFLOW,M2M,M2M,SMB,BSA,Constanta,Est,5,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0
2024-01-01,OUTFLOW,Mobile Voice,Mobile Voice,MLE,OTHER,Bucuresti,Sud,330,0.0,3588.0,0.0,10.872727272727273,0.0,3221.0,0.0,367.0
2024-01-01,BASE,Mobile Voice,Mobile Voice,SMB,OTHER,Cluj,Vest,2685,25803.0,25302.0,9.6100558659217885,9.4234636871508375,20493.0,20014.0,5310.0,5288.0
2024-01-01,BASE,Mobile Voice,Mobile Voice,SMB,BSA,Bucuresti,Sud,31029,358630.0,357384.0,11.557897450771858,11.517741467659286,292253.0,290888.0,66377.0,66496.0
2024-01-01,BASE,Fixed Line,Dark_Fiber,MLE,OTHER,County_Timisoara,Vest,7,138.0,138.0,19.714285714285715,19.714285714285715,138.0,138.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Dark_Fiber,MLE,OTHER,Cluj,Vest,22,637.0,637.0,28.954545454545453,28.954545454545453,637.0,637.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Dark_Fiber,MLE,OTHER,Brasov,Vest,32,1088.0,1088.0,34.0,34.0,1088.0,1088.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Dark_Fiber,MLE,DIRECT SALES,Brasov,Vest,6,182.0,182.0,30.333333333333332,30.333333333333332,182.0,182.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,DIRECT SALES,County_Timisoara,Vest,31,2120.0,2200.0,68.387096774193552,70.967741935483872,2120.0,2200.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,DIRECT SALES,Neamt,Est,3,144.0,144.0,48.0,48.0,144.0,144.0,0.0,0.0
2024-01-01,RETENTION,Fixed Line,VPN,MLE,DIRECT SALES,Brasov,Vest,22,318.0,321.0,14.454545454545455,14.590909090909092,318.0,321.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,Public,OTHER,Bucuresti,Sud,823,24693.0,24693.0,30.003645200486027,30.003645200486027,24693.0,24693.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,DIRECT SALES,Cluj,Vest,144,4749.0,4749.0,32.979166666666664,32.979166666666664,4749.0,4749.0,0.0,0.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,OTHER,Cluj,Vest,989,2072.0,2071.0,2.0950455005055613,2.0940343781597575,2068.0,2067.0,4.0,4.0
2024-01-01,BASE,Mobile Voice,Mobile Voice,MLE,DIRECT SALES,County_Craiova,Vest,18767,98742.0,97636.0,5.2614696008951887,5.2025363670272284,72869.0,71848.0,25873.0,25788.0
2024-01-01,BASE,Mobile Voice,Mobile Voice,Public,DIRECT SALES,Bucuresti,Sud,49885,167134.0,176700.0,3.350385887541345,3.5421469379573018,144358.0,154409.0,22776.0,22291.0
2024-01-01,RETENTION,Mobile Voice,Mobile Voice,Strategic,OTHER,Brasov,Vest,120,-308.0,493.0,-2.5666666666666669,4.1083333333333334,-398.0,374.0,90.0,119.0
2024-01-01,BASE,Mobile Voice,Mobile Voice,Strategic,DIRECT SALES,Brasov,Vest,9327,78670.0,78637.0,8.4346520853436253,8.43111397019406,46314.0,46240.0,32356.0,32397.0
2024-01-01,BASE,Mobile Voice,Mobile Voice,MLE,OTHER,County_Craiova,Vest,3594,25703.0,25337.0,7.1516416249304395,7.0498052309404562,16603.0,16252.0,9100.0,9085.0
2024-01-01,OUTFLOW,Mobile Voice,Mobile Voice,Public,OTHER,Bucuresti,Sud,107,0.0,884.0,0.0,8.2616822429906538,0.0,776.0,0.0,108.0
2024-01-01,BASE,Mobile Voice,Mobile Voice,MLE,DIRECT SALES,Bucuresti,Sud,59122,480972.0,475869.0,8.1352457629985455,8.04893271540205,373454.0,368335.0,107518.0,107534.0
2024-01-01,RETENTION,Mobile Voice,Mobile Voice,Strategic,DIRECT SALES,Bucuresti,Sud,3818,14008.0,19084.0,3.6689366160293346,4.9984284965950758,11181.0,15252.0,2827.0,3832.0
2024-01-01,INFLOW,Fixed Line,VPN,Strategic,DIRECT SALES,Bucuresti,Sud,99,3631.0,0.0,36.676767676767675,0.0,3631.0,0.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,Strategic,DIRECT SALES,Cluj,Vest,646,22725.0,22725.0,35.1780185758514,35.1780185758514,22725.0,22725.0,0.0,0.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,OTHER,Brasov,Vest,574,2289.0,2289.0,3.9878048780487805,3.9878048780487805,2282.0,2282.0,7.0,7.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,OTHER,Mures,Vest,66,203.0,203.0,3.0757575757575757,3.0757575757575757,201.0,201.0,2.0,2.0
2024-01-01,OUTFLOW,Mobile Data,Mobile Data,Strategic,OTHER,Bucuresti,Sud,50,0.0,255.0,0.0,5.1,0.0,189.0,0.0,66.0
2024-01-01,RETENTION,Mobile Voice,Mobile Voice,Public,OTHER,Bucuresti,Sud,1106,2218.0,12343.0,2.0054249547920433,11.160036166365281,1511.0,11832.0,707.0,511.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,BSA,Cluj,Vest,481,2409.0,2434.0,5.0083160083160081,5.0602910602910605,2390.0,2415.0,19.0,19.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,BSA,Harghita,Vest,469,693.0,683.0,1.4776119402985075,1.4562899786780383,686.0,676.0,7.0,7.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,INDIRECT DEALERS,Bucuresti,Sud,701,3700.0,3698.0,5.2781740370898715,5.2753209700427961,3675.0,3673.0,25.0,25.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,BSA,Brasov,Vest,672,3064.0,3071.0,4.5595238095238093,4.5699404761904763,3045.0,3047.0,19.0,24.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,DIGITAL,Bucuresti,Sud,245,2225.0,2225.0,9.0816326530612237,9.0816326530612237,2163.0,2163.0,62.0,62.0
2024-01-01,BASE,Mobile Data,Mobile Data,MLE,DIRECT SALES,Prahova,Sud,15465,16980.0,16813.0,1.0979631425800194,1.0871645651471065,16720.0,16553.0,260.0,260.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,OTHER,Bucuresti,Sud,2250,8437.0,8384.0,3.7497777777777777,3.7262222222222223,8375.0,8322.0,62.0,62.0
2024-01-01,BASE,Mobile Data,Mobile Data,SMB,INDIRECT DEALERS,Prahova,Sud,93,505.0,503.0,5.43010752688172,5.408602150537634,482.0,480.0,23.0,23.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,Strategic,OTHER,Cluj,Vest,146,112.0,112.0,0.76712328767123283,0.76712328767123283,112.0,112.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,DIRECT SALES,Prahova,Sud,1165,1120.0,1116.0,0.96137339055793991,0.9579399141630901,1078.0,1074.0,42.0,42.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,OTHER,Bucuresti,Sud,1391,969.0,969.0,0.6966211358734723,0.6966211358734723,859.0,859.0,110.0,110.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,OTHER,Brasov,Vest,377,169.0,169.0,0.44827586206896552,0.44827586206896552,163.0,163.0,6.0,6.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,DIRECT SALES,County_Craiova,Vest,776,912.0,912.0,1.1752577319587629,1.1752577319587629,889.0,889.0,23.0,23.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,INDIRECT HUNTING,Constanta,Est,15,29.0,29.0,1.9333333333333333,1.9333333333333333,29.0,29.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,PAM,Bucuresti,Sud,403,298.0,298.0,0.739454094292804,0.739454094292804,291.0,291.0,7.0,7.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,DIRECT SALES,Galati,Est,520,373.0,373.0,0.71730769230769231,0.71730769230769231,365.0,365.0,8.0,8.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,DIRECT SALES,County_Timisoara,Vest,965,828.0,828.0,0.85803108808290152,0.85803108808290152,826.0,826.0,2.0,2.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,OTHER,Bucuresti,Sud,989,678.0,678.0,0.68554095045500507,0.68554095045500507,677.0,677.0,1.0,1.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,BSA,Timis,Vest,321,73.0,73.0,0.22741433021806853,0.22741433021806853,51.0,51.0,22.0,22.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,INDIRECT SALES,Constanta,Est,168,169.0,169.0,1.0059523809523809,1.0059523809523809,169.0,169.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,DIRECT SALES,Ilfov,Sud,47,43.0,43.0,0.91489361702127658,0.91489361702127658,43.0,43.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,DIRECT SALES,Sibiu,Vest,5,4.0,4.0,0.8,0.8,4.0,4.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,OTHER,County_Craiova,Vest,102,86.0,86.0,0.84313725490196079,0.84313725490196079,86.0,86.0,0.0,0.0
2024-01-01,BASE,M2M,M2M,MLE,DIRECT SALES,Iasi,Est,7526,24441.0,24369.0,3.2475418549030031,3.2379750199309063,22886.0,22814.0,1555.0,1555.0
2024-01-01,BASE,M2M,M2M,MLE,OTHER,Brasov,Vest,1470,7554.0,7554.0,5.1387755102040815,5.1387755102040815,7493.0,7493.0,61.0,61.0
2024-01-01,BASE,M2M,M2M,MLE,OTHER,Timis,Vest,430,397.0,397.0,0.92325581395348832,0.92325581395348832,334.0,334.0,63.0,63.0
2024-01-01,BASE,M2M,M2M,MLE,INDIRECT SALES,County_Timisoara,Vest,526,1455.0,1455.0,2.7661596958174903,2.7661596958174903,1399.0,1399.0,56.0,56.0
2024-01-01,BASE,M2M,M2M,SMB,PAM,Hunedoara,Vest,2,9.0,9.0,4.5,4.5,6.0,6.0,3.0,3.0
2024-01-01,BASE,M2M,M2M,SMB,BSA,Iasi,Est,47,172.0,172.0,3.6595744680851063,3.6595744680851063,116.0,116.0,56.0,56.0
2024-01-01,BASE,M2M,M2M,SMB,OTHER,Bihor,Vest,305,228.0,228.0,0.74754098360655741,0.74754098360655741,217.0,217.0,11.0,11.0
2024-01-01,BASE,M2M,M2M,MLE,DIRECT SALES,Timis,Vest,998,3025.0,3025.0,3.0310621242484972,3.0310621242484972,2983.0,2983.0,42.0,42.0
2024-01-01,OUTFLOW,M2M,M2M,SMB,OTHER,Sibiu,Vest,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,BASE,M2M,M2M,MLE,DIRECT SALES,Prahova,Sud,7610,19549.0,19549.0,2.568856767411301,2.568856767411301,18609.0,18609.0,940.0,940.0
2024-01-01,BASE,Mobile Voice,Mobile Voice,Strategic,OTHER,Cluj,Vest,5908,29171.0,28948.0,4.9375423155044009,4.8997968855788763,22848.0,22624.0,6323.0,6324.0
2024-01-01,BASE,Fixed Line,Telefix,SMB,OTHER,Vrancea,Est,161,403.0,403.0,2.5031055900621118,2.5031055900621118,387.0,387.0,16.0,16.0
2024-01-01,BASE,Fixed Line,VPN,Strategic,DIRECT SALES,Prahova,Sud,239,16701.0,16701.0,69.8786610878661,69.8786610878661,16701.0,16701.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,DIRECT SALES,County_Craiova,Vest,134,3539.0,3539.0,26.410447761194028,26.410447761194028,3539.0,3539.0,0.0,0.0
2024-01-01,OUTFLOW,Fixed Line,VPN,Strategic,DIRECT SALES,Cluj,Vest,6,0.0,154.0,0.0,25.666666666666668,0.0,154.0,0.0,0.0
2024-01-01,INFLOW,Fixed Line,VPN,Public,DIRECT SALES,Bucuresti,Sud,17,642.0,0.0,37.764705882352942,0.0,642.0,0.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,TAM DIRECT SALES,Bucuresti,Sud,4,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,OTHER,Suceava,Est,10,51.0,51.0,5.1,5.1,51.0,51.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,DIRECT SALES,Constanta,Est,52,2283.0,2284.0,43.903846153846153,43.92307692307692,2283.0,2284.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,Strategic,OTHER,Iasi,Est,171,10862.0,10862.0,63.520467836257311,63.520467836257311,10862.0,10862.0,0.0,0.0
2024-01-01,RETENTION,Fixed Line,VPN,MLE,DIRECT SALES,Bucuresti,Sud,21,606.0,677.0,28.857142857142858,32.238095238095241,606.0,676.0,0.0,1.0
2024-01-01,BASE,Fixed Line,IP_Trunking,Strategic,DIRECT SALES,Cluj,Vest,58,2596.0,2596.0,44.758620689655174,44.758620689655174,2123.0,2123.0,473.0,473.0
2024-01-01,BASE,Fixed Line,IP_Trunking,MLE,DIRECT SALES,Iasi,Est,243,5552.0,5552.0,22.847736625514404,22.847736625514404,5379.0,5379.0,173.0,173.0
2024-01-01,BASE,Fixed Line,IP_Trunking,MLE,DIRECT SALES,Constanta,Est,104,2748.0,2748.0,26.423076923076923,26.423076923076923,2711.0,2711.0,37.0,37.0
2024-01-01,BASE,Fixed Line,IP_Trunking,MLE,DIRECT SALES,Bucuresti,Sud,765,38985.0,38985.0,50.96078431372549,50.96078431372549,33303.0,33303.0,5682.0,5682.0
2024-01-01,BASE,Fixed Line,IP_Trunking,Strategic,OTHER,Bucuresti,Sud,955,104039.0,104047.0,108.9413612565445,108.94973821989529,24640.0,24648.0,79399.0,79399.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,TAM DIRECT SALES,Hunedoara,Vest,57,75.0,75.0,1.3157894736842106,1.3157894736842106,73.0,73.0,2.0,2.0
2024-01-01,OUTFLOW,Mobile Data,Mobile Data,SMB,INDIRECT HUNTING,Brasov,Vest,8,0.0,16.0,0.0,2.0,0.0,16.0,0.0,0.0
2024-01-01,OUTFLOW,Mobile Data,Mobile Data,SMB,BSA,Bucuresti,Sud,93,0.0,430.0,0.0,4.623655913978495,0.0,430.0,0.0,0.0
2024-01-01,OUTFLOW,Mobile Data,Mobile Data,SMB,BSA,Dambovita,Sud,6,0.0,48.0,0.0,8.0,0.0,43.0,0.0,5.0
2024-01-01,OUTFLOW,Mobile Voice,Mobile Voice,MLE,OTHER,Caras-Severin,Vest,1,0.0,19.0,0.0,19.0,0.0,18.0,0.0,1.0
2024-01-01,BASE,Fixed Line,Fixed Line,SMB,OTHER,Braila,Est,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,INDIRECT DEALERS,Suceava,Est,15,322.0,222.0,21.466666666666665,14.8,322.0,222.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,INDIRECT HUNTING,Ilfov,Sud,21,2.0,2.0,0.095238095238095233,0.095238095238095233,2.0,2.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,MLE,INDIRECT SALES,Cluj,Vest,154,260.0,260.0,1.6883116883116882,1.6883116883116882,163.0,163.0,97.0,97.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,BSA,Cluj,Vest,634,85.0,85.0,0.13406940063091483,0.13406940063091483,84.0,84.0,1.0,1.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,BSA,Iasi,Est,317,67.0,67.0,0.2113564668769716,0.2113564668769716,60.0,60.0,7.0,7.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,OTHER,Harghita,Vest,88,27.0,27.0,0.30681818181818182,0.30681818181818182,27.0,27.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,OTHER,Teleorman,Est,8,22.0,22.0,2.75,2.75,11.0,11.0,11.0,11.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,SMB,BSA,Mures,Vest,50,14.0,14.0,0.28,0.28,14.0,14.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Fixed_at_Home_Office,Strategic,OTHER,Iasi,Est,22,80.0,80.0,3.6363636363636362,3.6363636363636362,46.0,46.0,34.0,34.0
2024-01-01,BASE,Fixed Line,VPN,OTHER,,Suceava,Est,8,361.0,361.0,45.125,45.125,361.0,361.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,DIRECT SALES,Dolj,Vest,34,1396.0,1396.0,41.058823529411768,41.058823529411768,1396.0,1396.0,0.0,0.0
2024-01-01,BASE,Fixed Line,VPN,MLE,INDIRECT SALES,Brasov,Vest,10,274.0,274.0,27.4,27.4,274.0,274.0,0.0,0.0
2024-01-01,BASE,Fixed Line,IP_Trunking,Strategic,DIRECT SALES,Bucuresti,Sud,635,36659.0,36642.0,57.730708661417324,57.703937007874018,29629.0,29612.0,7030.0,7030.0
2024-01-01,BASE,Fixed Line,IP_Trunking,MLE,INDIRECT SALES,Cluj,Vest,28,497.0,497.0,17.75,17.75,486.0,486.0,11.0,11.0
2024-01-01,BASE,Fixed Line,TV_Analog,MLE,OTHER,County_Craiova,Vest,28,74.0,74.0,2.6428571428571428,2.6428571428571428,74.0,74.0,0.0,0.0
2024-01-01,BASE,Fixed Line,TV_Analog,MLE,TAM DIRECT SALES,Bucuresti,Sud,10,44.0,44.0,4.4,4.4,44.0,44.0,0.0,0.0
2024-01-01,BASE,Fixed Line,TV_Analog,SMB,OTHER,Suceava,Est,322,1062.0,1062.0,3.298136645962733,3.298136645962733,1062.0,1062.0,0.0,0.0
2024-01-01,BASE,Fixed Line,TV_Analog,Public,OTHER,Bucuresti,Sud,81,614.0,614.0,7.5802469135802468,7.5802469135802468,614.0,614.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Telefix,MLE,OTHER,Constanta,Est,143,402.0,402.0,2.8111888111888113,2.8111888111888113,377.0,377.0,25.0,25.0
2024-01-01,BASE,Fixed Line,TV_Flexibil,MLE,OTHER,Bucuresti,Sud,3,1725.0,1725.0,575.0,575.0,1725.0,1725.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,County_Craiova,Vest,294,16829.0,16828.0,57.241496598639458,57.238095238095241,16829.0,16828.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,Brasov,Vest,821,53897.0,53948.0,65.647990255785629,65.7101096224117,53897.0,53948.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,Strategic,DIRECT SALES,Iasi,Est,59,4919.0,4843.0,83.372881355932208,82.084745762711862,4919.0,4843.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,PAM,Tulcea,Est,2,65.0,65.0,32.5,32.5,65.0,65.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,Iasi,Est,576,28483.0,28483.0,49.449652777777779,49.449652777777779,28483.0,28483.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,TAM DIRECT SALES,Bucuresti,Sud,112,5385.0,5385.0,48.080357142857146,48.080357142857146,5385.0,5385.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,Prahova,Sud,386,22502.0,22503.0,58.295336787564764,58.2979274611399,22502.0,22503.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,Strategic,OTHER,Galati,Est,91,5599.0,5629.0,61.527472527472526,61.857142857142854,5599.0,5629.0,0.0,0.0
2024-01-01,RETENTION,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,County_Craiova,Vest,15,822.0,647.0,54.8,43.133333333333333,822.0,647.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,County_Timisoara,Vest,345,21524.0,21524.0,62.388405797101449,62.388405797101449,21524.0,21524.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,BSA,Brasov,Vest,6,279.0,279.0,46.5,46.5,279.0,279.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,Dolj,Vest,146,8778.0,8778.0,60.123287671232873,60.123287671232873,8778.0,8778.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,INDIRECT SALES,Bucuresti,Sud,175,12515.0,12515.0,71.51428571428572,71.51428571428572,12515.0,12515.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,DSA,Constanta,Est,2,72.0,72.0,36.0,36.0,72.0,72.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,PAM,Braila,Est,4,139.0,139.0,34.75,34.75,139.0,139.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,INDIRECT SALES,Botosani,Est,1,41.0,41.0,41.0,41.0,41.0,41.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,TAM DIRECT SALES,Iasi,Est,12,405.0,405.0,33.75,33.75,405.0,405.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,INDIRECT SALES,Galati,Est,34,1570.0,1570.0,46.1764705882353,46.1764705882353,1570.0,1570.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,OTHER,Cluj,Vest,189,7786.0,7786.0,41.195767195767196,41.195767195767196,7786.0,7786.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,Strategic,OTHER,Brasov,Vest,54,3707.0,3707.0,68.648148148148152,68.648148148148152,3707.0,3707.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,OTHER,Braila,Est,63,2824.0,2824.0,44.825396825396822,44.825396825396822,2824.0,2824.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,INDIRECT SALES,Timis,Vest,19,685.0,685.0,36.05263157894737,36.05263157894737,685.0,685.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,INDIRECT SALES,County_Timisoara,Vest,26,1094.0,1094.0,42.07692307692308,42.07692307692308,1094.0,1094.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,OTHER,County_Craiova,Vest,70,3894.0,3894.0,55.628571428571426,55.628571428571426,3894.0,3894.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,OTHER,Brasov,Vest,470,27486.0,27450.0,58.480851063829789,58.404255319148938,27486.0,27450.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,BSA,Iasi,Est,8,319.0,319.0,39.875,39.875,319.0,319.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,Timis,Vest,65,2653.0,2653.0,40.815384615384616,40.815384615384616,2653.0,2653.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,OTHER,Harghita,Vest,99,3630.0,3630.0,36.666666666666664,36.666666666666664,3630.0,3630.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,SMB,OTHER,Caras-Severin,Vest,4,103.0,103.0,25.75,25.75,103.0,103.0,0.0,0.0
2024-01-01,BASE,Fixed Line,Internet_guaranteed,MLE,TAM DIRECT SALES,Cluj,Vest,22,913.0,913.0,41.5,41.5,913.0,913.0,0.0,0.0
2024-01-01,RETENTION,Fixed Line,Internet_guaranteed,MLE,DIRECT SALES,Bucuresti,Sud,29,1241.0,1695.0,42.793103448275865,58.448275862068968,1241.0,1695.0,0.0,0.0
2024-01-01,RETENTION,Fixed Line,Internet_guaranteed,MLE,TAM DIRECT SALES,Bucuresti,Sud,2,76.0,72.0,38.0,36.0,76.0,72.0,0.0,0.0
