EBU_SEGMENT,ACQ_CHANNEL,PRODUCT_TYPE,CLT,CLTV_USER,AVG_REV_MONTH,CLTV,INFLOW_BASE,MONTH_ID
Public,OTHER,840_VPN,14.93973158,264.1183258,17.67892043,0,0,01/03/2024
SMB,OTHER,840_VPN,27.66422675,594.3037369,21.48275252,0,0,01/03/2024
Strategic,OTHER,840_VPN,70.85933848,2069.754092,29.2093341,0,0,01/03/2024
any,SR BSA,840_VPN,59.80375966,1838.551362,30.74307322,0,0,01/03/2024
SMB,SR BSA,840_VPN,41.18248596,645.3766397,15.67114332,0,0,01/03/2024
any,INDIRECT SALES,840_VPN,19.42940905,642.2845703,33.05733945,0,0,01/03/2024
MLE,INDIRECT SALES,840_VPN,19.42940905,642.2845703,33.05733945,0,0,01/03/2024
any,INDIRECT DEALERS,840_VPN,52.64295017,1279.442081,24.30414854,0,0,01/03/2024
SMB,INDIRECT DEALERS,840_VPN,37.77427981,435.0247878,11.51642838,0,0,01/03/2024
any,TAM DIRECT SALES,840_VPN,44.11267679,1064.449312,24.13023623,0,0,01/03/2024
MLE,TAM DIRECT SALES,840_VPN,41.25162493,726.7811324,17.61824252,0,0,01/03/2024
any,BSA,880_Telefix,28.02212469,69.7960025,2.490746269,907.3480325,13,01/03/2024
SMB,BSA,880_Telefix,28.02212469,69.7960025,2.490746269,907.3480325,13,01/03/2024
any,DSA,880_Telefix,43.15805061,244.7629933,5.671317166,244.7629933,1,01/03/2024
SMB,DSA,880_Telefix,43.61992271,284.0802355,6.512625834,284.0802355,1,01/03/2024
any,PAM,880_Telefix,34.93646348,91.23681367,2.611506849,182.4736273,2,01/03/2024
SMB,PAM,880_Telefix,34.93646348,91.23681367,2.611506849,182.4736273,2,01/03/2024
any,RAM,880_Telefix,34.53488487,208.7135936,6.043558401,208.7135936,1,01/03/2024
SMB,RAM,880_Telefix,31.05056397,224.9855855,7.24578097,224.9855855,1,01/03/2024
MLE,any,880_Telefix,49.0875008,185.6478208,3.781977443,371.2956416,2,01/03/2024
SMB,any,880_Telefix,34.57458545,94.61956598,2.736679696,3027.826111,32,01/03/2024
any,any,880_Telefix,37.95373845,119.9844375,3.161333834,4079.470874,34,01/03/2024
MLE,OTHER,880_Telefix,46.44115133,175.7032957,3.78335357,351.4065914,2,01/03/2024
SMB,OTHER,880_Telefix,32.56362243,89.26464672,2.741238231,624.8525271,7,01/03/2024
any,OTHER,880_Telefix,36.90654113,116.3542894,3.152673912,1047.188605,9,01/03/2024
any,SR BSA,880_Telefix,38.39317735,309.6877746,8.066218948,929.0633238,3,01/03/2024
SMB,SR BSA,880_Telefix,37.67925012,354.9145405,9.419363161,1064.743622,3,01/03/2024
any,DIGITAL,880_Telefix,33.84339325,437.555031,12.92881679,437.555031,1,01/03/2024
SMB,DIGITAL,880_Telefix,32.12696394,495.6236444,15.42703025,495.6236444,1,01/03/2024
any,INDIRECT DEALERS,880_Telefix,24.02976635,144.9186258,6.030796292,144.9186258,1,01/03/2024
SMB,INDIRECT DEALERS,880_Telefix,23.7834435,150.182987,6.314602298,150.182987,1,01/03/2024
any,INDIRECT HUNTING,880_Telefix,20.14183534,105.7687019,5.251194845,317.3061057,3,01/03/2024
SMB,INDIRECT HUNTING,880_Telefix,20.08473301,106.5640774,5.305725365,319.6922322,3,01/03/2024
OTHER,any,880_Telefix,39.10445249,121.6171302,3.11005838,0,0,01/03/2024
Public,any,880_Telefix,13.97503849,23.18149514,1.658778626,0,0,01/03/2024
Strategic,any,880_Telefix,21.97361966,70.12883139,3.191501104,0,0,01/03/2024
Wholesale,any,880_Telefix,15.36289231,54.78678507,3.566176471,0,0,01/03/2024
OTHER,OTHER,880_Telefix,38.57226435,119.7145351,3.103642918,0,0,01/03/2024
Public,OTHER,880_Telefix,14.36511683,20.66376523,1.438468303,0,0,01/03/2024
Strategic,OTHER,880_Telefix,20.53941961,66.32999022,3.229399441,0,0,01/03/2024
Wholesale,OTHER,880_Telefix,15.36289231,54.78678507,3.566176471,0,0,01/03/2024
any,FIELD SALES,880_Telefix,36.89886104,144.1683179,3.907121084,0,0,01/03/2024
SMB,FIELD SALES,880_Telefix,33.28175143,134.4845993,4.040790929,0,0,01/03/2024
any,DIRECT SALES,880_Telefix,44.40339515,164.7208143,3.709644584,0,0,01/03/2024
MLE,DIRECT SALES,880_Telefix,45.79417085,173.6834479,3.792697731,0,0,01/03/2024
Public,DIRECT SALES,880_Telefix,64.83091724,138.5599403,2.137250963,0,0,01/03/2024
Strategic,DIRECT SALES,880_Telefix,28.44185053,109.2478436,3.841094779,0,0,01/03/2024
any,INDIRECT SALES,880_Telefix,58.50701509,398.5786242,6.812492888,0,0,01/03/2024
MLE,INDIRECT SALES,880_Telefix,59.53899354,414.5536778,6.962725655,0,0,01/03/2024
any,TAM DIRECT SALES,880_Telefix,37.25128106,260.6489502,6.99704662,0,0,01/03/2024
MLE,TAM DIRECT SALES,880_Telefix,39.08840159,298.5550559,7.637944856,0,0,01/03/2024
any,INDIRECT FRANCHISES,880_Telefix,36.02881396,328.433638,9.115860388,0,0,01/03/2024
SMB,INDIRECT FRANCHISES,880_Telefix,35.09217235,347.8450443,9.91232577,0,0,01/03/2024
any,BSA,Mobile Data,35.57405483,159.0851827,4.471944048,159.0851827,1,01/03/2024
SMB,BSA,Mobile Data,35.57405483,159.0851827,4.471944048,159.0851827,1,01/03/2024
any,DSA,Mobile Data,33.04861662,76.21361802,2.30610615,152.427236,2,01/03/2024
SMB,DSA,Mobile Data,33.04861662,76.21361802,2.30610615,152.427236,2,01/03/2024
any,PAM,Mobile Data,43.46791605,243.5393457,5.602738016,243.5393457,1,01/03/2024
SMB,PAM,Mobile Data,43.46791605,243.5393457,5.602738016,243.5393457,1,01/03/2024
any,RAM,Mobile Data,36.32824564,333.8218237,9.189043339,333.8218237,1,01/03/2024
SMB,RAM,Mobile Data,27.39493517,285.1365778,10.40836841,285.1365778,1,01/03/2024
SMB,any,Mobile Data,36.61342601,131.5610559,3.593246255,7104.297018,54,01/03/2024
any,any,Mobile Data,53.65836491,93.45941116,1.741749144,223928.7491,2396,01/03/2024
MLE,any,Mobile Data,49.97940741,101.909718,2.039034139,66241.31667,650,01/03/2024
Public,any,Mobile Data,68.0545755,22.60780366,0.332201083,9585.708752,424,01/03/2024
Strategic,any,Mobile Data,61.12675957,160.7891318,2.630421323,203880.6191,1268,01/03/2024
SMB,OTHER,Mobile Data,45.0150086,110.8141182,2.461714918,110.8141182,1,01/03/2024
MLE,OTHER,Mobile Data,42.68782768,173.0571767,4.054016944,1557.514591,9,01/03/2024
any,OTHER,Mobile Data,53.58940419,157.9142495,2.946743892,1579.142495,10,01/03/2024
any,SR BSA,Mobile Data,25.89456499,242.9912103,9.38386918,242.9912103,1,01/03/2024
SMB,SR BSA,Mobile Data,25.89456499,242.9912103,9.38386918,242.9912103,1,01/03/2024
any,DIGITAL,Mobile Data,25.54207265,322.0033908,12.60678392,322.0033908,1,01/03/2024
SMB,DIGITAL,Mobile Data,25.54207265,322.0033908,12.60678392,322.0033908,1,01/03/2024
MLE,DIRECT SALES,Mobile Data,51.77039167,97.47390041,1.882811724,55072.75373,565,01/03/2024
Public,DIRECT SALES,Mobile Data,66.69109942,17.59469919,0.263823799,7460.152456,424,01/03/2024
any,DIRECT SALES,Mobile Data,58.58320874,75.95869769,1.296595037,171438.7807,2257,01/03/2024
Strategic,DIRECT SALES,Mobile Data,55.75858027,142.3003403,2.552079692,180436.8315,1268,01/03/2024
any,INDIRECT SALES,Mobile Data,48.62400762,80.38388634,1.65317279,1044.990522,13,01/03/2024
MLE,INDIRECT SALES,Mobile Data,48.62400762,80.38388634,1.65317279,1044.990522,13,01/03/2024
any,INDIRECT HUNTING,Mobile Data,33.23212911,91.63416234,2.757396675,4215.171467,46,01/03/2024
SMB,INDIRECT HUNTING,Mobile Data,33.23212911,91.63416234,2.757396675,4215.171467,46,01/03/2024
any,TAM DIRECT SALES,Mobile Data,54.06740626,324.7915385,6.007159599,20461.86693,63,01/03/2024
MLE,TAM DIRECT SALES,Mobile Data,54.06740626,324.7915385,6.007159599,20461.86693,63,01/03/2024
OTHER,any,Mobile Data,26.02871388,35.56547256,1.366393773,0,0,01/03/2024
Wholesale,any,Mobile Data,34.69748312,87.54471351,2.523085413,0,0,01/03/2024
OTHER,OTHER,Mobile Data,26.02871388,35.56547256,1.366393773,0,0,01/03/2024
Public,OTHER,Mobile Data,35.92834735,97.0279208,2.700595155,0,0,01/03/2024
Strategic,OTHER,Mobile Data,81.52986541,235.0379139,2.882844375,0,0,01/03/2024
Wholesale,OTHER,Mobile Data,33.59496385,169.2303772,5.037373397,0,0,01/03/2024
any,FIELD SALES,Mobile Data,52.87929093,97.1994058,1.838137465,0,0,01/03/2024
SMB,FIELD SALES,Mobile Data,36.04352881,135.6491082,3.763480232,0,0,01/03/2024
any,INDIRECT DEALERS,Mobile Data,37.01278112,213.8881897,5.77876569,0,0,01/03/2024
SMB,INDIRECT DEALERS,Mobile Data,37.01278112,213.8881897,5.77876569,0,0,01/03/2024
any,INDIRECT FRANCHISES,Mobile Data,33.47276147,163.956354,4.898202204,0,0,01/03/2024
SMB,INDIRECT FRANCHISES,Mobile Data,33.47276147,163.956354,4.898202204,0,0,01/03/2024
any,BSA,Mobile Voice,42.59925295,687.8493616,16.14698179,1717559.856,2497,01/03/2024
SMB,BSA,Mobile Voice,42.59925295,687.8493616,16.14698179,1717559.856,2497,01/03/2024
any,DSA,Mobile Voice,57.50885339,777.7653744,13.52427198,50554.74934,65,01/03/2024
SMB,DSA,Mobile Voice,57.50885339,777.7653744,13.52427198,50554.74934,65,01/03/2024
any,PAM,Mobile Voice,50.34164561,904.6406143,17.97002469,184546.6853,204,01/03/2024
SMB,PAM,Mobile Voice,50.34164561,904.6406143,17.97002469,184546.6853,204,01/03/2024
any,RAM,Mobile Voice,27.54183684,534.0966031,19.39219255,330071.7007,618,01/03/2024
SMB,RAM,Mobile Voice,27.54183684,534.0966031,19.39219255,330071.7007,618,01/03/2024
OTHER,any,Mobile Voice,36.10305305,82.69474056,2.290519321,5871.326579,71,01/03/2024
any,any,Mobile Voice,53.34315753,673.5060173,12.62591208,10427893.67,15483,01/03/2024
Public,any,Mobile Voice,67.65670532,537.9350011,7.950948815,371175.1507,690,01/03/2024
MLE,any,Mobile Voice,62.88965111,812.6857461,12.92240825,2660733.133,3274,01/03/2024
Strategic,any,Mobile Voice,68.34945859,548.9056642,8.030870698,2499716.395,4554,01/03/2024
SMB,any,Mobile Voice,40.88735774,670.7024138,16.40366243,4623822.441,6894,01/03/2024
any,OTHER,Mobile Voice,51.20556049,687.7739077,13.43162542,193952.242,282,01/03/2024
MLE,OTHER,Mobile Voice,51.37318562,819.106668,15.9442452,31945.16005,39,01/03/2024
OTHER,OTHER,Mobile Voice,36.10305305,82.69474056,2.290519321,5871.326579,71,01/03/2024
Strategic,OTHER,Mobile Voice,71.04356142,612.4560262,8.620851967,45321.74594,74,01/03/2024
SMB,OTHER,Mobile Voice,41.68560916,633.1783118,15.18937409,62051.47455,98,01/03/2024
any,SR BSA,Mobile Voice,41.38293184,751.4940323,18.15951647,419333.67,558,01/03/2024
SMB,SR BSA,Mobile Voice,41.38293184,751.4940323,18.15951647,419333.67,558,01/03/2024
any,DIGITAL,Mobile Voice,33.70068065,935.9980679,27.77386242,415583.1421,444,01/03/2024
SMB,DIGITAL,Mobile Voice,33.70068065,935.9980679,27.77386242,415583.1421,444,01/03/2024
MLE,DIRECT SALES,Mobile Voice,70.30512627,800.6702988,11.38850524,1682208.298,2101,01/03/2024
any,DIRECT SALES,Mobile Voice,69.1392119,655.9997483,9.488099883,4769774.17,7271,01/03/2024
Strategic,DIRECT SALES,Mobile Voice,67.60318574,533.4595499,7.891041584,2389898.784,4480,01/03/2024
Public,DIRECT SALES,Mobile Voice,67.9619645,505.3855472,7.436299861,348716.0275,690,01/03/2024
any,INDIRECT SALES,Mobile Voice,51.9476123,731.8252152,14.08775462,551064.3871,753,01/03/2024
MLE,INDIRECT SALES,Mobile Voice,51.9476123,731.8252152,14.08775462,551064.3871,753,01/03/2024
any,INDIRECT DEALERS,Mobile Voice,38.61479047,519.4779641,13.45282359,4675.301677,9,01/03/2024
SMB,INDIRECT DEALERS,Mobile Voice,38.61479047,519.4779641,13.45282359,4675.301677,9,01/03/2024
any,INDIRECT HUNTING,Mobile Voice,36.07275469,614.9973878,17.04880576,1471688.749,2393,01/03/2024
SMB,INDIRECT HUNTING,Mobile Voice,36.07275469,614.9973878,17.04880576,1471688.749,2393,01/03/2024
any,TAM DIRECT SALES,Mobile Voice,55.2778736,948.8100203,17.16437262,361496.6177,381,01/03/2024
MLE,TAM DIRECT SALES,Mobile Voice,55.2778736,948.8100203,17.16437262,361496.6177,381,01/03/2024
any,INDIRECT FRANCHISES,Mobile Voice,35.16296969,508.6437414,14.46532377,4069.149931,8,01/03/2024
SMB,INDIRECT FRANCHISES,Mobile Voice,35.16296969,508.6437414,14.46532377,4069.149931,8,01/03/2024
Wholesale,any,Mobile Voice,53.21984641,680.012848,12.77742973,0,0,01/03/2024
Public,OTHER,Mobile Voice,58.06116866,1295.326283,22.30968327,0,0,01/03/2024
Wholesale,OTHER,Mobile Voice,50.46103068,724.6741877,14.36106591,0,0,01/03/2024
any,FIELD SALES,Mobile Voice,24.58950809,399.5708229,16.24964686,0,0,01/03/2024
SMB,FIELD SALES,Mobile Voice,24.58950809,399.5708229,16.24964686,0,0,01/03/2024
any,BSA,910_TV Analog,24.06571969,100.2574225,4.165984804,1203.08907,12,01/03/2024
SMB,BSA,910_TV Analog,24.06571969,100.2574225,4.165984804,1203.08907,12,01/03/2024
Strategic,any,910_TV Analog,14.44552999,82.24146445,5.693211983,82.24146445,1,01/03/2024
MLE,any,910_TV Analog,49.8014786,160.0510079,3.21378024,480.1530236,3,01/03/2024
SMB,any,910_TV Analog,23.44057458,79.43367766,3.388725707,3415.64814,43,01/03/2024
any,any,910_TV Analog,29.25158879,99.64580966,3.406509314,4683.353054,47,01/03/2024
any,OTHER,910_TV Analog,24.71303667,81.33339018,3.291112755,81.33339018,1,01/03/2024
SMB,OTHER,910_TV Analog,20.14594344,63.79041147,3.166414701,63.79041147,1,01/03/2024
any,SR BSA,910_TV Analog,18.06336757,80.63052341,4.463759214,645.0441873,8,01/03/2024
SMB,SR BSA,910_TV Analog,18.06336757,80.63052341,4.463759214,645.0441873,8,01/03/2024
MLE,DIRECT SALES,910_TV Analog,70.95252738,321.7577848,4.534831904,321.7577848,1,01/03/2024
Strategic,DIRECT SALES,910_TV Analog,59.04564656,329.1681369,5.5748079,329.1681369,1,01/03/2024
any,DIRECT SALES,910_TV Analog,58.07542558,167.37632,2.882050683,334.75264,2,01/03/2024
any,INDIRECT HUNTING,910_TV Analog,29.9034318,215.8685297,7.218854717,4749.107653,22,01/03/2024
SMB,INDIRECT HUNTING,910_TV Analog,29.90318677,217.7017454,7.280218896,4789.438398,22,01/03/2024
any,TAM DIRECT SALES,910_TV Analog,43.2097137,345.486318,7.995570635,690.972636,2,01/03/2024
MLE,TAM DIRECT SALES,910_TV Analog,45.26978441,379.6912191,8.387299037,759.3824383,2,01/03/2024
any,DSA,910_TV Analog,39.54227528,260.0391345,6.576230949,0,0,01/03/2024
SMB,DSA,910_TV Analog,40.83471589,316.4699134,7.750021189,0,0,01/03/2024
any,PAM,910_TV Analog,18.82244347,72.73237669,3.864130435,0,0,01/03/2024
SMB,PAM,910_TV Analog,18.82244347,72.73237669,3.864130435,0,0,01/03/2024
any,RAM,910_TV Analog,25.94488684,167.2076723,6.444725441,0,0,01/03/2024
SMB,RAM,910_TV Analog,23.28404979,179.9076646,7.726648335,0,0,01/03/2024
OTHER,any,910_TV Analog,34.36957918,114.2701849,3.324747862,0,0,01/03/2024
Public,any,910_TV Analog,14.9225381,74.89703482,5.019054689,0,0,01/03/2024
Wholesale,any,910_TV Analog,35.67984133,614.1240943,17.2120747,0,0,01/03/2024
MLE,OTHER,910_TV Analog,37.83040569,118.591048,3.134807725,0,0,01/03/2024
OTHER,OTHER,910_TV Analog,32.60101209,105.9158662,3.24885209,0,0,01/03/2024
Public,OTHER,910_TV Analog,13.8719559,96.80429656,6.978417266,0,0,01/03/2024
Strategic,OTHER,910_TV Analog,14.13248052,88.56057113,6.266456267,0,0,01/03/2024
Wholesale,OTHER,910_TV Analog,34.55702515,633.2453874,18.3246499,0,0,01/03/2024
any,DIGITAL,910_TV Analog,26.00973655,313.7640482,12.0633305,0,0,01/03/2024
SMB,DIGITAL,910_TV Analog,25.3058653,351.3897742,13.88570476,0,0,01/03/2024
any,FIELD SALES,910_TV Analog,27.99544899,124.366336,4.442376903,0,0,01/03/2024
SMB,FIELD SALES,910_TV Analog,23.07289588,117.8164862,5.106272175,0,0,01/03/2024
Public,DIRECT SALES,910_TV Analog,59.96358083,130.0706449,2.169160733,0,0,01/03/2024
any,INDIRECT SALES,910_TV Analog,33.76376248,222.328606,6.584829109,0,0,01/03/2024
MLE,INDIRECT SALES,910_TV Analog,34.20473875,226.4165155,6.61944876,0,0,01/03/2024
any,INDIRECT DEALERS,910_TV Analog,34.35271846,317.7214792,9.248801651,0,0,01/03/2024
SMB,INDIRECT DEALERS,910_TV Analog,34.33420886,338.087389,9.846954398,0,0,01/03/2024
any,INDIRECT FRANCHISES,910_TV Analog,33.87274425,331.0040578,9.771988222,0,0,01/03/2024
SMB,INDIRECT FRANCHISES,910_TV Analog,33.59913926,352.6239815,10.49503021,0,0,01/03/2024
Public,any,850_Dark Fiber,14.687857,899.2847941,61.22641268,3597.139176,4,01/03/2024
Strategic,any,850_Dark Fiber,14.13557798,1049.157266,74.22103767,10491.57266,10,01/03/2024
Wholesale,any,850_Dark Fiber,42.92972696,1004.060591,23.38846907,22089.33301,22,01/03/2024
any,any,850_Dark Fiber,40.67942081,1105.464293,27.17502537,39796.71454,36,01/03/2024
any,OTHER,850_Dark Fiber,39.54047968,1032.553116,26.11382371,22716.16854,22,01/03/2024
